text,label,char_len,word_count
kvalita Verbatin.,1,17,2
ziadna chyba z extremne vela napaleni.,1,38,6
prijatelna cena.,1,16,2
doporucujem.,1,12,1
su naozaj gulate,1,16,3
dierka v strede,0,15,3
čísté médiá za prijateľnú cenu,1,30,5
"Balenie v poriadku, osvedčená kvalita, spokojnosť.",1,50,6
očakávaná kvalita,1,17,2
Štandardné DVD za dobrú cenu,1,28,5
ani ne,1,6,2
"katastrofalni prilnavost ke stolu, koupil jsem ji protoze mam starsi verzi ktera ma vespod velmi prilnavou gumu - ta se ani nehne.",0,130,22
je dobrá na hry,1,15,4
cena me celkem zklamala,0,23,4
Kvalitní povrch pro snímač,1,26,4
Tenká a neklouzající,1,20,3
"hladký povrch, opravdu rozdíl oproti levnějším podložkám",1,56,7
snadno omyvatelná,1,17,2
Obraz,1,5,1
Kvalita zpracování,1,18,2
kvalitni podlozka,1,17,2
prijemne pouzivani,1,18,2
Kvalita šla dolů nebo nepovedená napodobenina Steal !!! Už jsem měl několik těchto podložek Poslední nákup hrůza,0,112,17
Skvělá podložka pro hraní za nízkou cenu,1,40,7
Skvěle po ní klouže myš,1,23,5
Velikost více než dostačující,1,29,4
Zatím žádné,0,11,2
neklouže na stole a myš na ní dobře a přesně jezdí,1,50,11
Žádný navoneny šmejd jako ostatní podložky. první mi vydržela 15 let a nyní si ji beru do práce tak vydrží i více let. žádná jiná podložka za pár korun neudělá tolik práce. tisíce hodin Counter-Strike od 1.5 ky až po global ofensive plus tisíce hodin práce v CAD programech.,1,274,49
presnost,1,8,1
zivotnost,1,9,1
"nejakou dobu je podlozka na krajich ohnuta, to je dano tim, jak ji vyrobce zabalil.",0,83,15
"Za ty peníze je úplně dostačující....doma mám velkou podložku od Razeru, tohle jsem si koupil do práce jako malou adekvátní náhradu, lépe se mi pracuje",1,151,25
"Čekal jsem smrad gumy, ale nic.",1,31,6
Šla v pohodě narovnat a nekroutila se.,1,38,7
Přesnost,1,8,1
Na černé je prostě vše vidět :),0,31,7
"je skvělá, perfektní pro všechny druhy myší",1,43,7
Neklouže,1,8,1
Přesně snímá pohyb myši,1,23,4
Za pár hodin už se narovnala a nemá tendenci vracet se do stočené polohy,1,72,14
Zachycují se na ní kočičí chlupy,0,32,6
Drží na místě,1,13,3
Příjemně se po ní jezdí myší,1,28,6
Trochu rychleji se špiní,0,24,4
"Levná, super materiál",1,21,3
Příjemná na ruku.,1,17,3
S myší se manipuluje akorát (Čili povrch).,1,42,7
"Vhodná pro jakoukoliv myš (Odzkoušeno i na jiné značce, než SteelSeries).",1,73,11
Na začátku se špatně rovnala.,0,29,5
Hezká,1,5,1
Funguje výborně s myší,1,22,4
rychle se špiní a nejde lehce vyčistit,0,38,7
"Nizká, velké rozměry, super cena, skvělý materiál. Jsem max spokojen.",1,69,10
veľkosť QcK úplne stačí,1,23,4
kvalita - použitý materiál (aj z vrchu aj zo spodu),1,51,10
myš sa hladko kĺže,1,18,4
"decentný vzhľad (žiadna ""kolotočarina"" ala biohazard znaky a podobne)",1,69,9
"zo začiatku trochu páchla novotou (ako každá nová vec, cize zápor to az taký neni)",0,82,15
"nakoľko je čierna rýchlo sa zašpiní, hlavne od prachu, ale da sa ľahko povysavať jemným nadstavcom, môžete ju aj oprať ale len jemne a len pár krát v roku (max 2-3x)nie viac lebo sa poškodí",0,189,35
nizoučká,1,8,1
očakávaný výsledok,1,18,2
vyššia cena,0,11,2
Kupuji pravidelně tuto podložku a jsem s ní maximálně spokojený.,1,64,10
Dostatečně velká,1,16,2
Malá tlouš'tka,1,14,2
Dostatečná velikost,1,19,2
Poměrně nízká cena,1,18,3
"Klasika, dokonalá podložka.",1,27,3
Výborná pro hráče,1,17,3
Vypadá pěkně,1,12,2
Lehce se čistí,1,14,3
Myš běhá po podložce jak má,1,27,6
Po vyndání smrdí,0,16,3
"Dodává se srolovaná, takže pár dní trvá než slehne",0,50,9
"Rozmer, povrch",1,14,2
"Dobře drží, ale lze ji i snadno přesunout (nepřilepí se).",1,57,10
Myš nádherně klouže.,1,20,3
"Dodávání srolované, chvilku trvá než se srovná.",0,47,7
gumový protiskluzový spodek,1,27,3
kvalita materiálu,1,17,2
Plní účel tak jak má,1,20,5
Perfektná podložka,1,18,2
Dostatočne veľký rozmer,1,23,3
Neroluje sa po vybratí z obalu resp ihneď dosadne na stôl,1,57,11
"Použivam s A4tech bloody, myš perfektné kĺže na podložke",1,56,9
Velikost je akorát,1,18,3
Kvalita materialu stojíza ty prachy za prd,0,42,7
"Je snad lepší podložka pod myš, než tahle?",1,42,8
Kvalita za dobrou cenu.,1,23,4
výborný povrch,1,14,2
malá tloušťka,1,13,2
lze srolovat,1,12,2
"Hraju Hearthstone, a na to je perfektní. :D Palec hore.",1,55,10
"Je malá, ale je profi.",0,22,5
Doporucuju,1,10,1
"Dostatečně velká, estetický vzhled.",1,35,4
Žádné (mám v užívání krátkou dobu).,0,35,6
"Odpovídající velikost, kvalitní zpracování.",1,43,4
"Skvělá podložka, jednoduchá, pohodlný povrch",1,44,5
"Na textil -vyborna klouzavost,velikost ideální,protiskluz",1,57,5
"Proti umělohmotné či ocelové Samozřejmě horší klouzavost,jde o zvyk,často se umaže",0,82,11
jednotka v podložkách,1,21,3
"příjemná na dotek,",1,18,3
"mýš na ní dobře jezdí,",1,22,5
krásně drží na stole.,1,21,4
neklouže,1,8,1
člověk jí může srolovat,1,23,4
žádný,0,5,1
"Neklouže, určitě doporučuji",1,27,3
za tu cenu super :),1,19,5
doteraz som mal obycajne latkove z obchodu a teraz mi oproti nim klze mys sama :) ...mx510,1,90,17
Výborná,1,7,1
"Velikost, ale sedí na popis :D",0,30,6
Tenka,1,5,1
Priemna na dotyk,1,16,3
Mys dobre kluze,1,15,3
super povrch,1,12,2
"trvá než si ""sedne"", zpočátku na kraji nerovná (podložka se prodává srolovaná)",0,78,12
"střední velikost na práci, na hry bych zvolil větší verzi",0,57,10
Výborná podložka :D není co dodat,1,33,6
"super věc pod myš, urcite lepší než stará podložka z plastu",1,59,11
"najit správny spůsob čistení, nesmite na ni jist :D",0,51,9
"rozmery, po povrchu ide mys velmi lahko a da sa citlivo ovladat, nesmyka sa odspodu",1,83,15
ziadne nie su,0,13,3
Dobrý poměr kvalita/cena.,1,25,3
Drží na stole jako přibitá.,1,27,5
Pracholapka.,0,12,1
Mohla by být o něco malinko větší.,0,34,7
"Je dobrá, dostatečně velká a kvalitní.",1,38,6
"Přecházel jsem z jiné a myš po ní klouže rychleji, než u mojí staré takže trochu nezvyk, proto jí momentálně ke hrám nepoužívám.",0,128,23
pomer cena / velkost-pohodlie,1,29,4
dobry rozmer,1,12,2
dobry povrch,1,12,2
nepohybuje sa po stole,1,22,4
tenká,1,5,1
velmi dobře drží na stole - neklouže,1,36,7
ve svojí cenové kategorii bezkonkurenční,1,40,5
nezjištěny,0,10,1
Snadno se po ní jezdí,1,21,5
Velká,1,5,1
Po pár dnech používání jsem na nic nepřišel,0,43,8
Velikost,1,8,1
Pogumovaný spodek - neklouže,1,28,4
"Úžasne sedí na stole, myška na ňu vynikajúco reaguje, nemám čo vytknúť, oproti starej roccat sota sa mi táto javí oveľa lepšie, absolútna spokojnosť, kúpil by som si ju znova",1,174,30
Drži na stole ako priklincovana,1,31,5
Lacná,1,5,1
Kvalitná,1,8,1
"Trochu chytá špinu, ale stači pretriet rukou a je to preč, takže nedrži na nej ako prikovana",0,92,17
Povrch,1,6,1
Samolepky v balení,1,18,3
Snadno se špiní,0,15,3
povrch,1,6,1
Skvelá,1,6,1
"mys sa po nej lahko klze, velkost dostatocna, pekne vyzera",1,58,10
"trosku smrdi ked je nova,",0,25,5
Hladká,1,6,1
Strašně z ní jde smrad,0,22,5
Dobrá zbernica chlpov ale to nevadí,1,35,6
Super materiál,1,14,2
Nekĺže,1,6,1
Dobrý povrch pro přesnost myši.,1,31,5
Drží na stole.,1,14,3
Chytá se na ní každé smítko.,0,28,6
"Klasika, která nezklame. Používám s Logitech G5.",1,48,7
klouže,1,6,1
gumeny podklad - nesmyka sa,1,27,5
"tato podlozka je pouzivana profesionalnymi E-sport hracmi napr.: GeT_RiGhT, f0rest, friberg",1,91,11
absolutna spokojnost :) doporucujem,1,35,4
"Perfektní podložka,velikost dostatečná.S myší A4Tech Bloody A9 si perfektně rozumí.Doporučuji!!",1,95,10
Praktická,1,9,1
Koupil jsem si jí hlavně na hry a dobře jsem udělal,1,51,11
Rozměry tak akorád,1,18,3
Myš na ní nádherně jezdí,1,24,5
"Ani nepoznáte, že máte pod rukou nějakou podložku",1,49,8
nesmyka sa po stole,1,19,4
Som spokojny pouzivam k nej mys logitech g502 proteus core a je to super kombinacia.,1,84,15
Velkostovo je akurat,1,20,3
neodstavaju rohy,1,16,2
dobra protismykova gumova vrstva,1,32,4
Zatím super,1,11,2
"První pořádná podložka, kterou jsem koupil a kupuji stále, prostě klasika.",1,74,11
mám ju asi druhý rok a už sa začína rozpadať,0,44,10
Příjemný materiál,1,17,2
"Dobře se mi na ní hraje, že o ní ani nevim",1,42,11
"Pár dní páchne, ale nic tak hrozného",0,36,7
"Po roce používání (teď jsem kupoval tu samou, akorát mini) trochu zašlá barva, ale jinak zatím žádná mechanická závada)",1,119,19
"pokud nechcete, tak na stole drží jako přilepená",1,48,8
Nevýrazná,1,9,1
Nepohyblivá,1,11,1
Zachytávání prachu a epitelu vzhledem k častému používání minimální,0,67,9
výborná podložka mám jí už přes rok a je odřená ale to je už tim že je používaná,1,80,18
"Docela rychle se ošoupaly kraje ,které se odchlípávají.....",0,59,8
čekal jsem víc..,0,16,3
pro hráče úplně postačí,1,23,4
boky podložky vadí zápěstí,0,26,4
Kvalitní podložka pod myš,1,25,4
dokonolá přilnavost,1,19,2
na dotek příjemný povrch,1,24,4
myš Razer čte povrch dokonale,1,29,5
velmi přitahuje prach a jiné nečistoty,0,38,6
"trvá dlouho, než se vyvětrá nepříjemný pach gumy, od které vám smrdí i ruka",0,75,14
výborně drží na stole,1,21,4
dostatečná velikost,1,19,2
rychleji se špiní ale to je u textilního povrchu normální,0,57,10
Na hraní ideální,1,16,3
Dobrý poměr cena a kvality,1,26,5
"Snad jen, že úplně nelepí na stole a má tendenci se malinko prohýbat (vyřeší popřípadě oboustranná izolepa)",0,107,17
Velice odolná,1,13,2
Hladký a kluzký povrch,1,22,4
Rychle se umaže,0,15,3
lehce se na ní usazuje nepořádek,0,32,6
po roce vymněnit,0,16,3
Perfektní senzitivita,1,21,2
Lepší podložku jsem neměl,1,25,4
Ideální pro hraní a práci,1,25,5
Po rozbalení trvá asi 14 dní než se úplně narovná - ale i úplně nenarovnaná se pohodlně používá,0,95,18
často čistit,0,12,2
"Velikost, materiál, na stole se vůbec nehne, doporučuji !",1,57,9
prostě značka,1,13,2
dříve jsem si koupil qck mini a byla nečekaně moc malá :) měl jsem si rovnou koupit tuto,0,88,18
NEJlepsi podlozka pro hry,1,25,4
Dostatečně velká plocha,1,23,3
Pratelná,1,8,1
velkost,1,7,1
Ideální velikost,1,16,2
"Všiml jsem si, že se mi zvýšila přesnost ve všech FPS hrách (použijte MarkC, který vám odstraní akceleraci myši ve Windows)",1,123,21
Pěkná nálepka v balení,1,22,4
"První týden používání trochu smrdí (není to nic nepříjemného, ale všimnete si toho)",0,83,13
nejlepší podložka všech dob a za tu cenu ji žádná nepřekoná,1,59,11
myš po ní výborně klouže,1,24,5
velmi příjemný materiál,1,23,3
určen pro všechny druhy myší,1,28,5
zápach,0,6,1
najlepsia budget podložka v tejto cenovej kategorii,1,51,7
"pohodlná, na hranie ci už prácu",1,31,6
absencia presitia na kraji,0,26,4
podložka sa strašne dlho vyrovnáva,0,34,5
rly good mouse pad to play games,1,32,7
good price-quality,1,18,2
after 3 months need to be washed,0,32,7
parádička myš sa kĺze super,1,27,5
asi nič zatiaľ trosku zo začiatku smrdí,0,39,7
príjemný materiál,1,17,2
vydržala roky denného používania,1,32,4
"kúpený už tretí kus, doma do práce a manželke",1,45,9
určite brať minimálne veľkosť M,1,31,5
Perfektna manipulacia,1,21,2
Používam pár mesiacov a nemám sa na čo sťažovať. Podložka je dostatočne veľká,1,77,13
"Dodávané v štýlovej škatuli, ktorú som pár mesiacov používal na podloženie notebooku aby som ho mal mierne naklopený :D",1,119,19
po cca 3 rokoch používania je značne špinavá,0,44,8
je to podložka textilová s gumeným / špongiovím alebo ako by som to nazval spodkom.,1,83,15
Najlepsia podlozka. Pouzivam ich uz asi 10 rokov. Vymienam po 5-tich rokoch.,1,76,12
"cena...pamatam si, ked stala 11 eur",0,35,6
Dobre prilieha ku stolu,1,23,4
Ľahký pohyb myšou,1,17,3
pogumovany spodok - neputuje po stole,1,37,6
kvalitny textilny povrch,1,24,3
"dodava sa zrolovana, co ma za nasledok ze ani po tyzdni nie je uplne prisosana ku stolu",0,87,17
Dobrý povrch,1,12,2
"Aj ked je uplne cierna, prach tam po týzdni nie je prakticky vobec vidiet",1,73,14
Neklze po stole,1,15,3
Veľká plocha,1,12,2
Príjemná na dotyk,1,17,3
Nejaký čas po rozbalení trvá kým sa narovná.,0,44,8
"Štandardná podložka. Čas ukáže, či je ozaj kvalitná, alebo platíme len za značku.",1,81,13
klasika za 10 eu nie je co riesit,1,33,8
"dlho vydrží, textilný povrch",1,28,4
Najlepšia podložka na trhu,1,26,4
Túto značku podložiek používam 10 rokov,1,39,6
žiadné,0,6,1
kvalitna textilia,1,17,2
tenka,1,5,1
po rozbaleni je stale na stole zvlnena,0,38,7
"velka, rychla - hladka",1,22,4
veľkosť,1,7,1
dobrý povrch,1,12,2
steelseries,1,11,1
Iné nekupujem :D,1,16,3
Dizajn (žiadne príšernosti),1,27,3
ideálna veľkosť aj pre robotu aj pre hranie hier,1,48,9
nežerie slidre,1,14,2
zo začiatku sa ľahšie špiní ale neskôr to už je vpohode,0,55,11
Príjemný povrch!,1,16,2
Pogumovaný spodok,1,17,2
Mačka si na nej brusila pazúre,0,30,6
k myške SteelSeries Rival 100 Black ideálna volba ...a samozrejme nie len k nej,1,79,14
Kvalitný povrch,1,15,2
Klavila steelseries,1,19,2
Dobre klže miška,1,16,3
kvalitné spracovanie,1,20,2
"spoločne s G502 Logitech, exekútor hláv v CS:GO",1,47,8
"všetko, veľká, stabilná",1,23,3
predáva sa zrolována preto chvíľu trvá kym si sadne,0,51,9
mohli by byť obšité kraje,0,25,5
velkost...nabuduce kupim o nieco vacsiu na WoW my nestaci :),0,60,10
Dobre vyzera,1,12,2
Vyzera kvalitne ale cas to povie,1,32,6
mohol by byt obsity po okraji,0,29,6
Adekvátna cena,1,14,2
"Top podložka pod myš, táto nemá žiadne zápory",1,45,8
Velmi dobra :) velka a vynikajuca.,1,34,6
celkom fajn,1,11,2
až čas ukáže koľko vydrží,1,25,5
nedrží dobre na stole,0,21,4
Top podlozka,1,12,2
"Dost sa to spini staci trochu suchnut rukou, klavesnicou mysou a je tam biely flek ale ide to dole lahko",0,104,20
zo zaciatku dost pachne ale po tyzdni je to ok,0,46,10
Výborne drží na stole,1,21,4
"Mal som qck mini a teraz túto, u mŇa dokonala podložka",1,54,11
pouzivana aj ako podlozka pod caj kavu :D ..setri stol,1,54,10
Idealna velkost,1,15,2
Kvalitny textilny povrch,1,24,3
Minimalisticky dizajn,1,21,2
Rychlo sa rozrolovala z balenia,1,31,5
"vyššia drsnosť - je to subjektívna záležitosť, ale mne plne vyhovuje - používané v kombinácii s Razer Naga 2014",1,111,19
špiní sa veľmi silno a veľmi rýchlo,0,35,7
Veľkosť,1,7,1
kvalitna,1,8,1
super prilnava k povrchu,1,24,4
komfortny sklz mysky,1,20,3
dobry povrch mam dve mozem odporucit,1,36,6
za tu cenu nieje lepsia,1,23,5
troska sa obtiaznejsie cisti kvoli latkovemu povrchu ale to nieje chyba,0,71,11
Pri takmer kazdodennom hrani vydrzala od Dátum objednania: 14.11.2010 .... Stale je pohode ale je vysuchana samozrejme,1,118,17
Uz nesmyka ako na zaciatku ale urcite,0,37,7
nemala mat zivotnost 3 roky :D,0,30,6
"paradna podlozka, inu uz nechcem",1,32,5
za tu cenu je to kvalita,1,24,6
vyborna,1,7,1
Velka,1,5,1
Rolovatelna,1,11,1
Dobry povrch,1,12,2
Lahko sa zaspini,0,16,3
Nieje to pre vsetky mysi,0,24,5
První mi vydržela 6 let tak doufám tato taky,1,44,9
tato podložka je přesně to co potřebuješ,1,40,7
Hodně náchylná na nečistoty a chlupy ale jinak je boží,0,54,10
hej hosi tak toto je fakt vodstrel,1,34,7
nejlepší standartní podložka,1,28,3
rozměry,1,7,1
výdrž na dlouhé roky,1,20,4
Dobrá podložka,1,14,2
Trochu menší než jsem čekal,0,27,5
Myš pěkně klouže,1,16,3
Rozhodně se nejedná o rozměr 122x52 - Naměřeno mám 122x60 a podložka je tak mimo stůl,0,85,16
normálně kluzká ale záleží i na mysi,1,36,7
akorát velká,1,12,2
"otrepavaji se konce, jelikož nejsou šite",0,40,6
celkem rychle se zedre,0,22,4
dobře po ní klouže myš,1,22,5
dobrý poměr cena/výkon,1,22,3
Dobře drží,1,10,2
Kvalitni,1,8,1
Za ty peníze je to dobrá podložka,1,33,7
drží an stole,1,13,3
myš po ní dobře klouže,1,22,5
nemá šité kraje,0,15,3
hodne velka,1,11,2
Podložku jsem používal několik let a bez problému,1,49,8
s prositimy okraji ma lepsi konzistenci vlakno ikdyz se rozmery uvadi stejne,0,76,12
kdyby nemela to logo to by bylo skvele jen po prani v pracce prestane drhnout i rucne v prasku porad drhne,0,106,21
Nezničitelná,1,12,1
Výdrž,1,5,1
skvělý povrh podložky,1,21,3
oproti lehce dražší verzi nemá oplétané okraje a po delší době se odlepuje povrch od popdkladu,0,94,16
"Dobrá pro hru CS1.6,GO",1,22,4
Vynikajice po ní klouže myš,1,27,5
Jsem spokojený,1,14,2
Cenově vyhovuje,1,15,2
Nefunguje na ní Apple Magic Mouse,0,33,6
cekal jsem lepsi,0,16,3
"oznaceni velikost L mohlo byt v nazvu, je to velike jak kr...",0,61,12
"Velka, prijemna..",1,17,2
skvely marerial,1,15,2
klouzavost,1,10,1
drzi na stole jak pribite,1,25,5
Prostorná,1,9,1
"Dobrý,kvalitní materiál",1,23,2
"kvalita, povrch a zpracování",1,28,4
obří velikost,1,13,2
Kvalita!,1,8,1
Vzhled,1,6,1
Lehce se vyčistí!,1,17,3
K myšce od SS bezkonkurenční hraní!,1,35,6
Tloušťka,1,8,1
Jde na ní vidět každý vlas.,0,27,6
výborná podložka,1,16,2
"Chtel jsem malou podlozku, tak jsem koupil tu nejmensi, co byla.",1,64,11
"Prislo do sbalene do rulicky v krabicce a jeste se mi to poradne nenarovnalo, prestoze jsem to mel zatizene knihou",0,114,20
Herní klasika,1,13,2
"Kdo potřebuje větší rozměry podložky, tato stačit určitě nebude",1,63,9
"Rozměry (velký prostor na pohyb myši), drží na stole jak přilepená, netřepí se, netrhá se - dobrá kvalita.",1,106,18
Na nic jsem nepřišel.,0,21,4
provedení,1,9,1
lehce se očistí,1,15,3
po vybalí trochu smrdí ale dá se to přežít,0,42,9
Velká. Fakt hodně.,1,18,3
Plní do puntíku (pixelu?) to co od ní očekávám - přesnost.,1,58,11
Černá barva vede ke kompulsivnímu ometání každého smítka.,0,57,8
Od roku 2006 nepoužívám jinou podložku. Obměňuji ji každé 3-4 roky.,1,67,11
Dá se i vyprat,1,14,4
"Zápory fakt žádné nemá, vydrží všechno.",0,39,6
není chladný na ruce,1,20,4
"moje myš od gigabitu na ní nechodí tak jak má, tudíž nepoužitelná",0,65,12
"Doporučuji! Pro mě více vyhovující v menším podání, kvalitní matroš!",1,68,10
overena kvalita,1,15,2
Asi nejlepší látkové podložky na trhu,1,37,6
Poměr cena/kvalita,1,18,2
Různé rozměry na výběr,1,22,4
Jako nové lehce smrdí,0,21,4
Chvíli trvá než si lehnou na stůl,0,33,7
"Veľkosť, povrch",1,15,2
"povrch, myška sa krásne hýbe",1,28,5
spodná časť sa nešmýka na žiadnom povrchu,1,41,7
"veľkosť taká akurát, pokiaľ hráte na nízkej citlivosti, potrebujete väčšiu podložku, táto bohate stačí (prešiel z QcK na QcK+) < lepšie investovať to väčšej",1,156,24
"pravdepodobne najlepšia podložka (samozrejme nehľadím na svietiace razer podložky s USB pripojením, tam je cena 100€+)",1,118,16
vidno na nej každú špinu,0,24,5
skvěle vypadá,1,13,2
pohodlí,1,7,1
"velikost (je akorát jak na výšku, tak na šířku)",1,47,9
nelitiju jediné koruny,1,22,3
na hraní fps her je perfektní,1,29,6
"možná se trochu špiní, ale i s místy, kde je špína funguje (u levnějších podložek na těchto místech často myši vynechechávají signál)",0,133,22
"příjemná, kvalitní, ideální na hraní",1,36,5
přišla mi s přehlým rohem (špatně zabalená od výrobce) a vyrovnat se to nedá,0,76,14
Kvalita nadevše :) ...  profesionalni herni podlozka,1,52,7
funkčnost na všech zařízeních,1,29,4
lze ji omýt vodou bez jakého-koli následného poškození,1,54,8
"nutno začas očistit od prachu, epitelu apod.",0,44,7
"Nedrží na stole, tenká, nepresite kraje",0,39,6
"Prostorná, pohodlná, jednoduchý desing",1,38,4
chytá drobné nečistoty ale nic co by lux nezvládl,0,49,9
"Velká, kvalitní, pro csko jak dělaná.",1,37,6
Rychle se zašpiní,0,17,3
dostatečně velká,1,16,2
výborný materiál,1,16,2
Dobře klouže :-),1,16,3
Velká plocha,1,12,2
značka,1,6,1
Cena/Velikost,1,13,1
Myš po podložce hezky klouže,1,28,5
Látka mi není příjemná na dotyk (zápor pro mě),0,46,9
"Podložka mi přijde až moc dlouhá na výšku, jen tak tak se mi vešla na stůl (zápor pro mě)",0,89,19
Povrch si drží sebemenší nečistoty,0,34,5
Časté čištění je otravné a nepříliš lehké,0,41,7
Ideální rozměry,1,15,2
Kvalitní povrch,1,15,2
Nebije do očí,1,13,3
Ošoupal jsem jí tak po 3/4 roce a je teď jak stůl :D,0,52,13
casem se uspini a je sediva,0,27,6
Bytelná,1,7,1
Díky pogumované spodní části skvěle drží na stole,1,49,8
"V kombinaci s myší od SteelSerie (používám Rival 3) bezkonkurenční, navíc za super cenu",1,87,14
"Kámo tuhle podložku má GuardiaN... týpek hraje cs:go za Navi... je fakt bombová, doporučuju nad ní nejíst! :D",1,109,18
rozměr tak akorát,1,17,3
univerzální,1,11,1
Myš krásně klouže..,1,19,3
Je vidět prach apod.,0,20,4
Velmi dobrá podložka,1,20,3
Malá a pekný dizajn.,1,20,4
"Kvalitně zpracovaná, lehká a přenosná podložka pod myš",1,54,8
Gumová spodní strana,1,20,3
Perfektní kontakt s myší (hlavně pro hraní),1,43,7
Rozmery,1,7,1
Kvalita spracovania,1,19,2
Dobre drží na stole ani sa nehne,1,32,7
Cena ale platí sa za značku,0,27,6
"Velikost akorát, vzhledem k vysokým DPI u nových myší",1,53,9
Nestudí,1,7,1
"Jedna z nejlepších podložek pro práci i hraní. Měl jsem větší verzi několik let, ale už je hodně ""použitá"". Tato menší verze je naprosto dostačující.",1,149,25
Mega velká!!!,1,13,2
Dobře po ní klouže myš.,1,23,5
Top pro hráče FPS již hrají s nízkou citlivostí.,1,48,9
"Asi nic uvidíme časem, snad se nebude hned odtrhávat ta textílie.",0,65,11
velmi kvalitna podlozka pre cs go,1,33,6
"velkosť, povrch, steelseries",1,28,3
vidno na nej smeti,0,18,4
pro cs go idealní :),1,20,5
přilnavost k desce stolu,1,24,4
příjemné na dotek,1,17,3
vysoká kvalita,1,14,2
typ pogumovania,1,15,2
"vidieť na nej každú špinu, aj tú najmenšiu :)",0,45,9
Konečne nejaká dosť velká,1,25,4
Celkom fajn povrch,1,18,3
Preistotu som si ju zošil dookola na zaklade inych recenzii ze sa na tych miestach rozlepí vrstva.. to je znamy príbeh u mnohých lacnejších,1,139,24
Po vybraní z obalu sa lahko rozlahla na povrch stola bez problemov s narovnaním,1,79,14
Zdá sa že dobre drží na mnohých z povrchov.. v mojom prípade drevo,1,66,13
Zdá sa že rada drží jemné chlpky bavlnky etc ale to by bol asi vecsi problem s domacim zvieratom ako mačka..,0,108,21
Funguje jak ma a je mile velka :-P,1,34,8
NEPOKLADEJTE NA NI HORKE HRNKY :-D muze se vam rozbit,0,53,10
vynikající kluznost,1,19,2
velikost (ano přítelkyně chtěla malou),1,38,5
celkem dobře pochytává prach a psí chlupy :D,0,44,8
myš po ní perfektně hladce jezdí,1,32,6
pohodlná pro ruku,1,17,3
best of best,1,12,3
lehce se zašpiní a špatně se čistí,0,34,7
po roce každodenního používání se ošoupá s ztrácí své vlastnosti,0,64,10
"Drží na stole bez problémů kvůli gumovému ""spodku""",1,50,8
mala a kompaktna,1,16,3
"Presna, velkost, idealna vyska, pekny minimalisticky dizajn, nizka cena. Odlozil som svoju Razer Manticor a vratil sa po 12tich rokoch naspat k platenemu povrchu (pouzival som pocnuc Razer eXactMat 2003 - 1.edicia vzdy hlinikovy povrch).",1,237,35
"Neviem ci som mal len stastie na kus, alebo SteelSeries nejak vylepsila/optimalizovala vyrobny postup, ale moja podlozka po vybaleni vobec nesmrdela, bola takmer rovna a po cca minute az dvoch vyhladzovania (len som ju 2-3 krat zroloval opacne a presiel po nej zopar krat rukou) uz bola uplne hladka.",1,300,49
"Zial nema presite okraje ako Razer Goliathus (...tu by som si nedal na stol ani keby mi za to platili, ale to je vec vkusu :), takze sa bude po case latka odlepovat. Ale za tu cenu sa snad nejak zmozem na novu ;)",0,212,44
"Velké rozměry, to já rád :)",1,27,6
"Lehce omyvatelná, když je špinavá umyju ji normálně v umyvadle tekutým mýdlem a vodou a nechám přes odpoledne oschnout.",1,119,19
"Je velká, proto jsem si jikupoval",1,33,6
"Látkový povrch, po zkušenostech s asi 8 podložkami jsem zjistil, že obyčejná látka dává nejlepší pocit při pohybu myši",1,118,19
"Nic, věděl jsem do čeho jdu",0,27,6
Neklouže po stole,1,17,3
Nízká,1,5,1
Netřepí se hrany,1,16,3
Mám již pátou (u pěti PC) a drží několik měsíců - nejstarší mám již přes rok a pořád OK,1,87,19
Možná cena ale nic drastického,0,30,5
Levná,1,5,1
Opravdu smrdí jak ropák.,0,24,4
"Lacná, Kvalitná, Pohodlná, Veľká,",1,33,4
Ľahko sa špiní,0,14,3
Velmi příjemný povrch,1,21,3
Nejlepší podložka pro gaming,1,28,4
Né tak tlustá jako QcK+,0,23,5
"overena klasika, vsetko tak ako ma byt",1,38,7
prvych par dni trochu smrdi gumou,0,33,6
"Paradna, dokonala latka, dobre drzi na stole, nehybe sa ani pri prudsom 'mysovani'. v kombinacii s optikou SS Kana v2 to je o 2-3 triedy lepsie ako predtym s laser Razer Lachesis.",1,179,32
"Pachne od vyroby, ale to casom vyprcha.",0,39,7
jednoduchý design,1,17,2
vsetko,1,6,1
myš po ní suprově klouže,1,24,5
na stole drží perfektně,1,23,4
"ikdyž se to nezdá, tak je skladná",1,33,7
"po čase se v rozích odlupuje látkový potah, ale pokud to záměrně neloupete, tak se to celé samo neutrhne",0,104,19
"ze začátku, po vybalení, neskutečně smrdí",0,41,6
příjemný povrch,1,15,2
tloušťka jen 2 mm,1,17,4
rychle se třepí rohy,0,20,4
vyborna klasika uz od CS1.5,1,27,5
"musim ji kupovat, sponzoring uz davno nefunguje",0,47,7
"Dobrá veľkosť, perfektne sedí na stole a má dokonalé spracovanie a veľmi kvalitný povrch. Doporučujem !",1,103,16
Příjemná podložka pod myš z velmi kvalitního materiálu. Doporučuji všem.,1,72,10
Výborna veľkosť,1,15,2
Výborná hrúbka,1,14,2
Dobre po nej kĺže myška,1,23,5
Chytá sa na ňu špina a ťažko sa čistí,0,37,9
Dobre po nej kĺže myš,1,21,5
Nehýbe sa po stole pri pohybe myšou,1,35,7
Dobre sadla na stôl,1,19,4
Veľa prachu na ňu sadá ale to nie je problém,0,44,10
Mohla byť o pár mm väčšia,0,25,6
