text,label
Automatické vypnutí hudby při promluvení,1
Dobré potlačení hluku,1
překvapivě funkční ANC,1
malá krabička,1
zvuk,1
kvalita hovoru,1
Find My,1
reproduktor v pouzdře,1
detekce konverzací,1
automatická hlasitost podle prostředí,1
"ANC občas divně ""zalehne"" uši",0
sluchátka se hůř vyndavají,0
chybějící MagSafe,0
pouzdro působí dost levně,0
krásně sedí v uchu,1
rozhodně lepší než pro a třetí generace,1
velmi dobře izolují okolní prostor,1
velké možnosti v nastavení,1
"jsou velmi dobré, ale stále mě nepřesvědčili o ponechání, jdu si opět koupit 2. generaci airpodů, které sice mají své neduchy, ale pro mě osobně jsou nepřekonatelné",1
"dost ""žerou"" baterky",0
"mám obavy, že velmi rychle bude klesat kapacita baterek a samotné dokovačky",0
nelze poklepem přijmout hovor a další skladba,0
v zimě si budu muset sundat rukavice při příjmu hovoru,0
"nesmí se dostat voda do boční venkovní krycí mřížky, pak to strašně ruší",0
"velká citlivost na rušení a ""mazání"" signálu",0
"Moje první airpody. Jsem spokojen. Skvěle padnou do uší, mají super zvuk. USB-C nabíjení, bezdrátové nabíjení.",1
"Trochu mě štve, že nemají možnost ovládání hlasitosti.",0
Super! Kvalita,1
odpovidajici kvalita zvuku,1
opravdu dobre drzi v usich,1
usb-c,1
pocit na usich jako s uzavrenymi sluchatky se silikonem,0
tlak do usi ktery vytvari ANC nemusi vyhovovat kazdemu,0
na Androidu dost orezane funknce,0
spatne se vyndavaji z krabicky,0
zvuk jen o chlup lepsi nez dvojky,0
Lehoučké,1
NFC super,1
Za mě i zvuk OK,1
Uvidime jak dlouho vydrží baterie,0
Pocitově ANC odfiltruje asi 60 % okolního ruchu,1
"Přecházím z AirPods 2, zvuk je výrazně lepší",1
Mnohem více nastavení proti starým AirPodům,1
Sluchátka umí detekovat rozhovor a ztiší hudbu,1
Bezdrátové nabíjení pomocí Apple Watch nabíječky,1
Špinavá a promáčklá krabička na několika místech z Alzaboxu,0
"Za mě trošku překvapení, že sluchátka už nereagují na poklepání, ale mají tlačítka",0
Super sluchatka,1
Vysoka kvalita,1
Nemůžu připojit s windows,0
Comfy,1
"Pokud clovek pouziva ANC na vecer/spani, tak tyhle sluchatka nejsou pro nej",0
sedi mi daleko lépe než AirPods 3 (jsou méně objemné),1
menší pouzdro než u AirPods 3 i 2,1
nabíjení přes nabíječku k Apple Watch (PECKA!!),1
USB C,1
basy daleko lepší a hlubší,1
lepší magnet na okamžité uchycení AirPods než u 3.generace při vkládání do pouzdra,1
vydrží o hodinu méně než AirPods 3,0
"tím, že je pouzdro menší, tak si musím najít grif, jakým sluchátka snadněji dostanu ven",0
"Hraji hezky, tak jak jsem zvykly",1
ANC je velmi prijemne,1
Strasne spatne se z pouzdra vytahuji.,0
Design,1
Skvěle sedí v uších,1
Gesta,1
Zvuk,1
Cena,0
Absence kabelu,0
Zvuk,1
Možnost přitlumit okolí,1
Možnost ovládání gesty,1
Špinavý obal,0
Kvalita zvuku,1
Cena,1
ANC i když to nejsou špunty,1
Detekce hlasu,0
Velmi dobrý zvuk,1
"Ač jsem zvyklý na verzi Pro, dobře drží v uších",1
"V podstatě AirPods Pro, ale mnohem pohodlnější (pokud vam tedy padnou do uší)",1
Výborná kvalita zvuku,1
"Podpora ANC (trochu horší nez AirPods Pro, ale stále velice dobře funguje)",1
Super kompaktní pouzdro,1
Nepodporuje nastavení hlasitosti swipem jako AirPods Pro,0
Není nabíjecí kabel v balení,0
Cena,0
Zvuk super,1
Velice dobre sedi v usich i pri sportu,1
Parovani,1
"Slabsi ANC, ale ocekavany vzhledem ke konstrukci",0
velka spokojnost,1
super do telocvične,1
cena,1
kvalita zvuku,1
spracovanie produktu,1
výdrž batérie púzdra a aj samotných slúchadiel,1
Dobre podplácanie hluku,1
Výpadavaju z uši,0
Top!,1
dobre sadnu do ucha,1
kvalita zvuku,1
vydrz,1
proste apple kvalita dobra ako vzdy,1
anc postacujuce na kazdodenne pouzivanie,1
anc by sa dalo este vylepsit,0
kvalita,1
dlhá výdrž,1
intuitívne ovládanie,1
Lacná cena + kvalita,1
vyborny zvuk,1
hlboka integracia s apple - napr moznost ovladat listening modes zakladnym ovladanim mobilu,1
nesedeli mi v usiach pri behu ci pohyboch hlavy. odporucam stuple,0
drahe,0
boleli ma z nich usi (neviem ako to je ak sedia lepsie ale mna boleli - dalo sa to vydrzat ale nie je to ako mat makke sluchadlo),0
aktívne tlmenie zvuku funguje super,1
kvalitny zvuk,1
gestá na ovládanie,1
tvar je o dosť nepohodlnejší ako pri generácii 2,0
Skvelá kvalita,1
ANC bez stuplov je trošku horšie ale napriek tomu stále super feature.,0
"dlhšie som váhal ci zainvestovať do airpodov ale neľutujem,sice som prechádzal z 20€ sluchadiel z aliexpressu ale nečakal som až taký rozdiel ,tieto 4ky s ANC sú skvelá voľba,mne osobne sadli do ucha ako uliaté",1
Výborný zvuk aj potlačenie šumu,1
zvuk je ok na to že nemajú štuple,1
oplatí sa priplatiť za ANC a ďalšie vychytávky,1
cenovo dostupná kvalita,1
"pravé ucho mám iné, horšie mi tam sedí a chcelo by vypadnúť pocit",0
spokojnost,1
príjemne sa nosia,1
dobrá výdrž,1
dlha vydrz,1
Som spokojny,1
Pohodiacka,1
Neni az take silne potlacanie hluku,0
"Kvalitny zvuk a všetky funkcie ,ktore sluchatka majú",1
Občas sa straca spojenie ,0
Nie každemu musí vyhovovať ovladanie sluchatiek 2jitým stlačením. Mne viac vyhovoval dvojdotyk na starych airpodoch. ,0
Pri potláčani šumu je tam nejake 2 sekundove oneskorenie pri tom ako sa ztíši hlasitosť keď s niekym rozprávate,0
Baterka vydrži kratšie ako na starých airpodoch,0
Výborne mi sadli do uší,1
"kvalita zvuku, potlačenie zvuku velmi dobré",1
Lahka pripojitelnost,1
Dobre sedua v usiach,1
Dobry zvuk,1
Dlha vydrz a rychle nabijanie,1
Puzdro,1
Mne osobne sedia v usiach aj pri fyzickej cinnosti,1
Noise cancelling za mna super,1
Kvalita zvuku,1
"Apple ekosystem, ktory je naozaj funkcny narozdiel od androidu",1
Trosku mozno vydrz baterie s ANC,0
"Skoda, ze sa nevyrabaju v ciernej, lebo ich mavam casto spinave",0
"Popravde budu lepsie airpods pro ale ti, ktori nemaju radi spunty ako ja je toto jasna volba",0
super fit do ucha,1
"všetci počuli čo počúvam, hluk",0
Vysoká cena,0
Pomer ceny a kvality ANC,1
Veľa rôznych režimov,1
Výdrž batérie je slabšia ako som očakávala,0
Kvalita za rozumnu cenu,1
Kvalita zvuku,1
ANC ( aktívne potlačenie hluku ),1
Horšie sa vyťahujú z púzdra,0
Veľmi rychle dodanie,1
ANC,1
Váha - rozmer,1
Škála Hz by mohla byt aspon od 10Hz - 20kHz,0
Vsetko,1
Trošku rozlingane puzdro,0
˙,0
zvuk,1
noise canceling,1
bateria,1
nic len vam nemusia drzat v uchu treba pred kupou vyskusat,0
Kvalitný zvuk,1
Potlačenie okolitého šumu,1
Dlhá výdrž baterie,1
ťažko sa vyberá z puzdra,0
"oproti predošlej verzii, slúchadla sú väčšie nedržia sa tak dobre v uchu",0
ANC - tu Apple spravil fakt dobru robotu.,1
Sedia perfektne oproti iným možnostiam.,1
Prepojenie s Apple ekosystémom.,1
Cena.,0
Nemá funkciu zvyšovania a znižovania hlasitosti v slúchadkách.,0
"Krabica prišla špinavá, avšak za to Apple nemôže - skôr Alza.",0
sú super,1
zvuk,1
potlačenie zvuku,1
sedia dobre do uší,1
potlačenie hluku,1
rýchle pripájanie k mobilu,1
zvuk,1
výdrž batérie,1
"basy, kryštálovo čistý zvuk",1
"dizajn, nízka váha a komfort",1
anc,1
žiadne,0
Splnili ocakavania,1
Nic,0
Výborný zvuk,1
Malé rozmery,1
Vymakané 👌👌,1
rýchle dodanie,1
zle zabalené,0
ANC,1
Zvuk,1
Fungovanie s Apple zariadeniami,1
Hmotnosť a veľkosť,1
Lepšie ako Airpods Pro 1. generácie,1
Pohodlnejšie ako Airpods pro,1
Tvar nemusí sedieť v uchu každému,0
Pre niekoho cena,0
"Sikovne , spratne aj s krabickou , perfektna hudba + noise cancelation - pekne potlaca okolity sum/hluk",1
Potlacenie hluku je vyborne,1
Skvelo hraju,1
Nic,0
ANC ,1
Kvalita zvuku,1
Apple ekosystém,1
Cena sa nebezpečne približuje k AirPods pro,0
Ak mate air pods 3 gen. Urcite prejdite na 4 su super pohodlnejsie a lepsi zvuk,1
Lepsie drzia v usiach ako 3,1
Najlepsie,1
Vypadávajú mi z usi,0
Prvý “zážitok” s ANC. Super. Hlavne v MHD.,1
Super zvuk. Oproti Airpods 2 čistejší zvuk a lepšie výšky.,1
Basy ok. Podobné ako pri Airpods 2.,1
Výdrž.,1
Horšie sa vyťahujú z púzdra. Treba si nájsť grif.,0
Trochu tlačia oproti Airpods 2. To je asi daň za ANC. Ale po čase si človek zvikne a už to tak nevníma.,0
Brilantný zvuk,1
Skvelý dizajn a tvar,1
Výborne sedia v ušiach,1
Vydržia hrať celý deň pri občasnom prebití,1
Za 1 rok som ich musel reklamovať 3x,0
Technológia ANC je večne pokazená,0
"Mikrofón na detekciu zvukov prostredia sa do pol roka zanesie, čiže sa pokazí aj zvuk bez ANC",0
"Kto si chce ušetriť nervy, peniaze aj čas, Airpods od apple s ANC NIKDY NEKUPOVAŤ",0
ANC,1
Este lepsi zvuk ako airpods3,1
Mensia krabicka,1
Cena,0
krabicka prisla do alzaboxu spinava,0
Vyborny zvuk,1
Komfortny tvar - pohodlne drzia v usiach,1
"Funkcia aktivneho potlacenia zvuku je super, najma pri cestovani v MHD",1
Nabijatelne puzdro sa rychlo pooskiera,0
Dobry zvuk,1
Kvalita ANC (aj ked nie je dokonala) vyrazne zlepsuje zazitok z pocuvania pri chodzi pri rusnej ceste,1
Sedia dobre do usi,1
Zatial ziadne.,0
hraju super,1
skvele sluchadla za skvelu cenu,1
Super,1
vynikajuci dizajn a komfort,1
vysoka kvalita zvuku,1
bezproblemova konektivita,1
pohodlne ovladanie,1
relativne dlhsia vydrz baterie,1
adaptive transparency mode,1
vyssia cena,0
spinava krabica v alzaboxe - nebola v nicom zabalena,0
vo verzii 4 zatiaľ najlepšie basy,1
dobre sedia,1
anc postačujúce k danej konštrukcií,1
